flight_operation_id,flightid,avbseats,status,route_id,weather_conditions,aircraftid,aircraft_name,totalseats,aircraft_status,manufacturer,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_elevation,departure_is_international,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_elevation,arrival_is_international,departure_date,departure_month,departure_year,departure_time,departure_hours,departure_minutes,departure_meridiem,arrival_date,arrival_month,arrival_year,arrival_time,arrival_hours,arrival_minutes,arrival_meridiem,route_duration,distance,route_cost,booked_seats
1154,697,204,Delayed,131,Bad,77,Aircraft16,254,Active,Boeing,A476,Airport476,City476,Country476,2703,True,A211,Airport211,City211,Country211,3247,True,2024-04-05,4,2024,12:32:35.267133,12,32,PM,2024-04-05,4,2024,12:50:35.267133,12,50,PM,18,3661.0,7322,50
1156,698,42,Scheduled,285,Good,95,Aircraft41,124,Active,Boeing,A118,Airport118,City118,Country118,4073,False,A429,Airport429,City429,Country429,1955,True,2024-03-10,3,2024,20:58:38.050729,20,58,PM,2024-03-10,3,2024,22:58:38.050729,22,58,PM,120,4480.0,8960,82
1158,699,65,Delayed,737,Good,79,Aircraft18,207,Active,Boeing,A26,Airport26,City26,Country26,2557,True,A123,Airport123,City123,Country123,547,True,2024-03-02,3,2024,05:39:31.897137,5,39,AM,2024-03-02,3,2024,09:39:31.897137,9,39,AM,240,818.0,1636,142
1160,700,109,Delayed,1057,Bad,75,Aircraft13,144,Active,Airbus,A151,Airport151,City151,Country151,3188,True,A2,Airport2,City2,Country2,395,False,2024-03-16,3,2024,14:06:36.199551,14,6,PM,2024-03-16,3,2024,17:06:36.199551,17,6,PM,180,2646.407211028632,5293,35
1162,701,109,Delayed,565,Good,76,Aircraft15,276,Active,Airbus,A500,Airport500,City500,Country500,4248,True,A174,Airport174,City174,Country174,1660,True,2024-03-04,3,2024,03:18:22.163842,3,18,AM,2024-03-04,3,2024,03:33:22.163842,3,33,AM,15,860.0,1720,167
1164,702,150,Scheduled,572,Bad,73,Aircraft10,182,Active,Airbus,A83,Airport83,City83,Country83,1012,True,A345,Airport345,City345,Country345,1668,True,2024-04-20,4,2024,07:22:43.198933,7,22,AM,2024-04-20,4,2024,12:22:43.198933,12,22,PM,300,586.0,1172,32
1166,703,109,Delayed,590,Good,75,Aircraft13,144,Active,Airbus,A499,Airport499,City499,Country499,2485,True,A7,Airport7,City7,Country7,3869,False,2024-03-10,3,2024,04:09:33.405197,4,9,AM,2024-03-10,3,2024,09:09:33.405197,9,9,AM,300,3532.0,7064,35
1168,704,87,Delayed,567,Bad,76,Aircraft15,276,Active,Airbus,A194,Airport194,City194,Country194,2651,True,A184,Airport184,City184,Country184,2605,True,2024-03-04,3,2024,17:35:24.861094,17,35,PM,2024-03-04,3,2024,18:18:24.861094,18,18,PM,43,1132.0,2264,189
1170,705,109,Delayed,604,Bad,77,Aircraft16,254,Active,Boeing,A139,Airport139,City139,Country139,1750,True,A261,Airport261,City261,Country261,2275,True,2024-04-05,4,2024,12:44:55.289698,12,44,PM,2024-04-05,4,2024,13:10:55.289698,13,10,PM,26,1135.0,2270,145
1172,706,122,Scheduled,191,Bad,95,Aircraft41,124,Active,Boeing,A23,Airport23,City23,Country23,2942,True,A178,Airport178,City178,Country178,506,True,2024-04-02,4,2024,14:04:37.952788,14,4,PM,2024-04-02,4,2024,15:04:37.952788,15,4,PM,60,2821.0,5642,2
1174,707,109,Delayed,891,Bad,90,Aircraft25,238,Active,Boeing,A445,Airport445,City445,Country445,4839,True,A482,Airport482,City482,Country482,2979,False,2024-03-26,3,2024,05:50:52.869213,5,50,AM,2024-03-26,3,2024,10:50:52.869213,10,50,AM,300,1321.0,2642,129
1176,708,67,Scheduled,376,Bad,95,Aircraft41,124,Active,Boeing,A211,Airport211,City211,Country211,3247,True,A378,Airport378,City378,Country378,4000,True,2024-03-02,3,2024,19:54:18.921313,19,54,PM,2024-03-02,3,2024,20:42:18.921313,20,42,PM,48,5050.0,10100,57
1178,709,147,Delayed,356,Bad,77,Aircraft16,254,Active,Boeing,A221,Airport221,City221,Country221,1941,True,A44,Airport44,City44,Country44,4682,False,2024-03-05,3,2024,16:00:51.424137,16,0,PM,2024-03-05,3,2024,16:53:51.424137,16,53,PM,53,2599.0,5198,107
1180,710,109,Scheduled,443,Bad,77,Aircraft16,254,Active,Boeing,A452,Airport452,City452,Country452,431,False,A439,Airport439,City439,Country439,857,True,2024-03-28,3,2024,22:47:59.301708,22,47,PM,2024-03-28,3,2024,23:30:59.301708,23,30,PM,43,2646.407211028632,5293,145
1182,711,91,Scheduled,276,Good,95,Aircraft41,124,Active,Boeing,A2,Airport2,City2,Country2,395,False,A298,Airport298,City298,Country298,1736,True,2024-04-10,4,2024,18:44:51.393736,18,44,PM,2024-04-10,4,2024,21:44:51.393736,21,44,PM,180,348.0,696,33
1184,712,114,Delayed,914,Bad,81,Aircraft21,277,Active,Boeing,A107,Airport107,City107,Country107,4853,True,A486,Airport486,City486,Country486,4234,True,2024-03-27,3,2024,00:52:19.582231,0,52,AM,2024-03-27,3,2024,02:52:19.582231,2,52,AM,120,2646.407211028632,5293,163
1186,713,222,Delayed,989,Bad,76,Aircraft15,276,Active,Airbus,A154,Airport154,City154,Country154,3615,True,A344,Airport344,City344,Country344,1487,False,2024-04-19,4,2024,08:16:52.632530,8,16,AM,2024-04-19,4,2024,13:16:52.632530,13,16,PM,300,2857.0,5714,54
1188,714,109,Delayed,208,Good,85,Aircraft26,165,Active,Boeing,A269,Airport269,City269,Country269,1729,True,A363,Airport363,City363,Country363,3618,True,2024-03-01,3,2024,15:37:34.373702,15,37,PM,2024-03-01,3,2024,16:19:34.373702,16,19,PM,42,5050.0,10100,56
1190,715,17,Delayed,404,Bad,75,Aircraft13,144,Active,Airbus,A491,Airport491,City491,Country491,710,True,A426,Airport426,City426,Country426,1859,True,2024-05-28,5,2024,00:30:57.733800,0,30,AM,2024-05-28,5,2024,21:23:00.733800,21,23,PM,1252,2561.0,5122,127
1192,716,109,Scheduled,118,Bad,98,Aircraft33,201,Active,Airbus,A141,Airport141,City141,Country141,4850,True,A121,Airport121,City121,Country121,3435,False,2024-03-24,3,2024,19:27:03.408517,19,27,PM,2024-03-24,3,2024,20:20:03.408517,20,20,PM,53,2646.407211028632,5293,92
1194,717,324,Scheduled,164,Bad,71,Aircraft6,337,Active,Boeing,A161,Airport161,City161,Country161,1769,False,A350,Airport350,City350,Country350,1098,False,2024-04-13,4,2024,00:31:37.556584,0,31,AM,2024-04-13,4,2024,00:47:37.556584,0,47,AM,16,2891.0,5782,13
1196,718,86,Delayed,267,Bad,73,Aircraft10,182,Active,Airbus,A4,Airport4,City4,Country4,2797,False,A242,Airport242,City242,Country242,298,False,2024-04-17,4,2024,02:29:15.226555,2,29,AM,2024-04-17,4,2024,06:29:15.226555,6,29,AM,240,3181.0,6362,96
1198,719,77,Scheduled,701,Bad,95,Aircraft41,124,Active,Boeing,A340,Airport340,City340,Country340,3241,False,A258,Airport258,City258,Country258,1395,True,2024-03-10,3,2024,00:11:58.584963,0,11,AM,2024-03-10,3,2024,01:11:58.584963,1,11,AM,60,479.0,958,47
1200,720,206,Scheduled,495,Bad,76,Aircraft15,276,Active,Airbus,A318,Airport318,City318,Country318,1115,False,A461,Airport461,City461,Country461,2390,True,2024-03-23,3,2024,16:47:21.156055,16,47,PM,2024-03-23,3,2024,16:59:21.156055,16,59,PM,12,329.0,658,70
1202,721,132,Scheduled,537,Bad,92,Aircraft38,257,Active,Boeing,A160,Airport160,City160,Country160,2443,True,A375,Airport375,City375,Country375,139,False,2024-03-24,3,2024,08:27:56.096703,8,27,AM,2024-03-24,3,2024,10:27:56.096703,10,27,AM,120,3209.0,6418,125
1204,722,1,Scheduled,946,Good,73,Aircraft10,182,Active,Airbus,A380,Airport380,City380,Country380,36,False,A296,Airport296,City296,Country296,4270,True,2024-04-06,4,2024,07:27:37.698320,7,27,AM,2024-04-06,4,2024,11:27:37.698320,11,27,AM,240,2646.407211028632,5293,181
1206,723,109,Scheduled,666,Bad,68,Aircraft3,354,Active,Airbus,A340,Airport340,City340,Country340,3241,False,A224,Airport224,City224,Country224,3378,True,2024-04-10,4,2024,07:56:32.921464,7,56,AM,2024-04-10,4,2024,08:13:32.921464,8,13,AM,17,2646.407211028632,5293,245
1208,724,161,Delayed,211,Bad,80,Aircraft15,177,Active,Boeing,A98,Airport98,City98,Country98,2237,True,A168,Airport168,City168,Country168,1837,True,2024-03-03,3,2024,14:44:41.552980,14,44,PM,2024-03-03,3,2024,15:44:41.552980,15,44,PM,60,2791.0,5582,16
1210,725,22,Scheduled,749,Bad,81,Aircraft21,277,Active,Boeing,A119,Airport119,City119,Country119,614,False,A57,Airport57,City57,Country57,2596,True,2024-04-17,4,2024,16:31:49.461313,16,31,PM,2024-04-17,4,2024,17:12:49.461313,17,12,PM,41,2872.0,5744,255
1212,726,132,Scheduled,550,Bad,80,Aircraft15,177,Active,Boeing,A369,Airport369,City369,Country369,223,False,A107,Airport107,City107,Country107,4853,True,2024-03-06,3,2024,12:07:09.401201,12,7,PM,2024-03-06,3,2024,14:07:09.401201,14,7,PM,120,2646.407211028632,5293,45
1214,727,105,Scheduled,369,Bad,75,Aircraft13,144,Active,Airbus,A120,Airport120,City120,Country120,3210,False,A286,Airport286,City286,Country286,2738,True,2024-03-26,3,2024,16:16:46.178557,16,16,PM,2024-03-26,3,2024,17:39:46.178557,17,39,PM,83,509.0,1018,39
1216,728,109,Delayed,345,Good,81,Aircraft21,277,Active,Boeing,A492,Airport492,City492,Country492,457,True,A260,Airport260,City260,Country260,2694,True,2024-03-19,3,2024,12:51:45.229146,12,51,PM,2024-03-19,3,2024,13:24:45.229146,13,24,PM,33,4300.0,8600,168
1218,729,109,Scheduled,110,Bad,91,Aircraft36,248,Active,Airbus,A362,Airport362,City362,Country362,4930,True,A439,Airport439,City439,Country439,857,True,2024-04-01,4,2024,07:03:05.409277,7,3,AM,2024-04-01,4,2024,08:20:05.409277,8,20,AM,77,4177.0,8354,139
1220,730,109,Delayed,793,Bad,95,Aircraft41,124,Active,Boeing,A123,Airport123,City123,Country123,547,True,A304,Airport304,City304,Country304,4912,True,2024-03-14,3,2024,15:17:28.576680,15,17,PM,2024-03-14,3,2024,19:17:28.576680,19,17,PM,240,996.0,1992,15
1222,731,109,Scheduled,585,Good,85,Aircraft26,165,Active,Boeing,A426,Airport426,City426,Country426,1859,True,A124,Airport124,City124,Country124,4567,True,2024-04-04,4,2024,22:22:10.911314,22,22,PM,2024-04-04,4,2024,23:57:10.911314,23,57,PM,95,4963.0,9926,56
1224,732,156,Delayed,388,Good,82,Aircraft22,244,Active,Boeing,A31,Airport31,City31,Country31,662,True,A366,Airport366,City366,Country366,1499,False,2024-03-14,3,2024,18:05:32.193765,18,5,PM,2024-03-14,3,2024,22:05:32.193765,22,5,PM,240,2228.0,4456,88
1226,733,109,Delayed,422,Good,82,Aircraft22,244,Active,Boeing,A390,Airport390,City390,Country390,2944,True,A130,Airport130,City130,Country130,3018,False,2024-03-10,3,2024,17:44:13.819393,17,44,PM,2024-03-10,3,2024,22:44:13.819393,22,44,PM,300,2646.407211028632,5293,135
1228,734,109,Scheduled,461,Bad,85,Aircraft26,165,Active,Boeing,A492,Airport492,City492,Country492,457,True,A330,Airport330,City330,Country330,80,False,2024-04-18,4,2024,15:55:02.347528,15,55,PM,2024-04-18,4,2024,18:55:02.347528,18,55,PM,180,2646.407211028632,5293,56
1230,735,75,Scheduled,272,Good,68,Aircraft3,354,Active,Airbus,A449,Airport449,City449,Country449,405,False,A26,Airport26,City26,Country26,2557,True,2024-03-05,3,2024,06:10:31.228920,6,10,AM,2024-03-05,3,2024,07:10:31.228920,7,10,AM,60,4436.0,8872,279
1232,736,28,Scheduled,803,Good,82,Aircraft22,244,Active,Boeing,A78,Airport78,City78,Country78,4460,True,A483,Airport483,City483,Country483,957,False,2024-04-20,4,2024,03:07:33.936071,3,7,AM,2024-04-20,4,2024,03:22:33.936071,3,22,AM,15,3749.0,7498,216
1234,737,109,Scheduled,223,Bad,76,Aircraft15,276,Active,Airbus,A269,Airport269,City269,Country269,1729,True,A387,Airport387,City387,Country387,1185,True,2024-04-14,4,2024,15:18:27.631721,15,18,PM,2024-04-14,4,2024,16:11:27.631721,16,11,PM,53,2646.407211028632,5293,167
1236,738,109,Delayed,424,Good,68,Aircraft3,354,Active,Airbus,A483,Airport483,City483,Country483,957,False,A97,Airport97,City97,Country97,47,True,2024-04-02,4,2024,05:57:01.177142,5,57,AM,2024-04-02,4,2024,10:57:01.177142,10,57,AM,300,3039.0,6078,245
1238,739,107,Scheduled,489,Good,79,Aircraft18,207,Active,Boeing,A44,Airport44,City44,Country44,4682,False,A492,Airport492,City492,Country492,457,True,2024-03-30,3,2024,07:08:36.919959,7,8,AM,2024-03-30,3,2024,12:08:36.919959,12,8,PM,300,3863.0,7726,100
1240,740,109,Delayed,150,Good,79,Aircraft18,207,Active,Boeing,A280,Airport280,City280,Country280,1698,True,A468,Airport468,City468,Country468,2387,False,2024-03-23,3,2024,22:42:08.270370,22,42,PM,2024-03-24,3,2024,02:42:08.270370,2,42,AM,240,274.0,548,98
1242,741,177,Scheduled,657,Good,71,Aircraft6,337,Active,Boeing,A99,Airport99,City99,Country99,2696,True,A242,Airport242,City242,Country242,298,False,2024-03-02,3,2024,02:06:42.532855,2,6,AM,2024-03-02,3,2024,03:03:42.532855,3,3,AM,57,4002.0,8004,160
1244,742,48,Scheduled,341,Bad,77,Aircraft16,254,Active,Boeing,A117,Airport117,City117,Country117,4482,True,A385,Airport385,City385,Country385,1647,False,2024-03-28,3,2024,07:35:40.975999,7,35,AM,2024-03-28,3,2024,08:30:40.975999,8,30,AM,55,920.0,1840,206
1246,743,109,Scheduled,748,Good,90,Aircraft25,238,Active,Boeing,A428,Airport428,City428,Country428,4524,False,A48,Airport48,City48,Country48,1849,True,2024-04-08,4,2024,23:52:41.109269,23,52,PM,2024-04-09,4,2024,04:52:41.109269,4,52,AM,300,3052.0,6104,129
1248,744,253,Scheduled,429,Bad,76,Aircraft15,276,Active,Airbus,A29,Airport29,City29,Country29,4345,False,A266,Airport266,City266,Country266,3000,True,2024-04-10,4,2024,19:37:36.912596,19,37,PM,2024-04-10,4,2024,19:39:36.912596,19,39,PM,2,4875.0,9750,23
1250,745,21,Scheduled,997,Good,80,Aircraft15,177,Active,Boeing,A371,Airport371,City371,Country371,1969,False,A427,Airport427,City427,Country427,1742,True,2024-03-15,3,2024,05:27:43.342698,5,27,AM,2024-03-15,3,2024,08:27:43.342698,8,27,AM,180,5028.0,10056,156
1252,746,27,Scheduled,675,Bad,77,Aircraft16,254,Active,Boeing,A63,Airport63,City63,Country63,2016,True,A11,Airport11,City11,Country11,2289,True,2024-03-17,3,2024,08:30:19.503392,8,30,AM,2024-03-17,3,2024,08:54:19.503392,8,54,AM,24,2646.407211028632,5293,227
1254,747,166,Scheduled,542,Good,91,Aircraft36,248,Active,Airbus,A164,Airport164,City164,Country164,3673,True,A53,Airport53,City53,Country53,2037,True,2024-03-24,3,2024,03:51:17.307195,3,51,AM,2024-03-24,3,2024,04:34:17.307195,4,34,AM,43,3098.0,6196,82
1256,748,144,Scheduled,928,Bad,73,Aircraft10,182,Active,Airbus,A401,Airport401,City401,Country401,3881,False,A199,Airport199,City199,Country199,4337,True,2024-03-15,3,2024,14:22:27.266724,14,22,PM,2024-03-15,3,2024,15:22:27.266724,15,22,PM,60,2003.0,4006,38
1258,749,101,Scheduled,318,Bad,73,Aircraft10,182,Active,Airbus,A124,Airport124,City124,Country124,4567,True,A34,Airport34,City34,Country34,4793,True,2024-05-28,5,2024,10:36:45.753657,10,36,AM,2024-05-28,5,2024,12:49:04.753657,12,49,PM,132,825.0,1650,81
1260,750,181,Scheduled,950,Good,73,Aircraft10,182,Active,Airbus,A437,Airport437,City437,Country437,1549,False,A240,Airport240,City240,Country240,1355,True,2024-04-03,4,2024,07:18:09.768495,7,18,AM,2024-04-03,4,2024,11:18:09.768495,11,18,AM,240,3341.0,6682,1
1262,751,193,Scheduled,821,Bad,76,Aircraft15,276,Active,Airbus,A265,Airport265,City265,Country265,4729,True,A359,Airport359,City359,Country359,4604,False,2024-03-10,3,2024,21:28:12.553694,21,28,PM,2024-03-11,3,2024,02:28:12.553694,2,28,AM,300,2751.0,5502,83
1264,752,95,Scheduled,819,Bad,95,Aircraft41,124,Active,Boeing,A15,Airport15,City15,Country15,1673,True,A265,Airport265,City265,Country265,4729,True,2024-03-22,3,2024,16:28:58.819565,16,28,PM,2024-03-22,3,2024,17:08:58.819565,17,8,PM,40,3160.0,6320,29
1266,753,109,Scheduled,290,Bad,73,Aircraft10,182,Active,Airbus,A288,Airport288,City288,Country288,3974,True,A422,Airport422,City422,Country422,3046,True,2024-03-19,3,2024,04:52:33.576773,4,52,AM,2024-03-19,3,2024,06:52:33.576773,6,52,AM,120,4424.0,8848,73
1268,754,267,Delayed,603,Bad,81,Aircraft21,277,Active,Boeing,A166,Airport166,City166,Country166,4902,True,A44,Airport44,City44,Country44,4682,False,2024-03-21,3,2024,09:14:39.305774,9,14,AM,2024-03-21,3,2024,14:14:39.305774,14,14,PM,300,2646.407211028632,5293,10
1270,755,137,Scheduled,330,Good,75,Aircraft13,144,Active,Airbus,A193,Airport193,City193,Country193,3636,False,A420,Airport420,City420,Country420,1505,True,2024-04-15,4,2024,19:17:49.604665,19,17,PM,2024-04-15,4,2024,19:19:49.604665,19,19,PM,2,2524.0,5048,7
1272,756,109,Scheduled,1013,Good,90,Aircraft25,238,Active,Boeing,A464,Airport464,City464,Country464,1939,False,A257,Airport257,City257,Country257,4650,True,2024-04-17,4,2024,04:57:17.775972,4,57,AM,2024-04-17,4,2024,05:39:17.775972,5,39,AM,42,2646.407211028632,5293,129
1274,757,172,Scheduled,152,Good,79,Aircraft18,207,Active,Boeing,A62,Airport62,City62,Country62,4184,False,A463,Airport463,City463,Country463,3777,True,2024-03-03,3,2024,11:01:54.338356,11,1,AM,2024-03-03,3,2024,11:22:54.338356,11,22,AM,21,3057.0,6114,35
1276,758,79,Scheduled,819,Bad,85,Aircraft26,165,Active,Boeing,A15,Airport15,City15,Country15,1673,True,A265,Airport265,City265,Country265,4729,True,2024-03-06,3,2024,03:37:40.122519,3,37,AM,2024-03-06,3,2024,07:37:40.122519,7,37,AM,240,3160.0,6320,86
1278,759,193,Scheduled,876,Good,82,Aircraft22,244,Active,Boeing,A36,Airport36,City36,Country36,3453,False,A60,Airport60,City60,Country60,281,True,2024-03-18,3,2024,03:30:46.770536,3,30,AM,2024-03-18,3,2024,05:30:46.770536,5,30,AM,120,2563.0,5126,51
1280,760,88,Delayed,791,Good,75,Aircraft13,144,Active,Airbus,A34,Airport34,City34,Country34,4793,True,A327,Airport327,City327,Country327,2530,True,2024-05-28,5,2024,16:31:40.755717,16,31,PM,2024-05-28,5,2024,19:41:07.755717,19,41,PM,189,2474.0,4948,56
1282,761,109,Scheduled,639,Bad,92,Aircraft38,257,Active,Boeing,A415,Airport415,City415,Country415,3696,True,A150,Airport150,City150,Country150,4244,False,2024-03-15,3,2024,16:01:10.819768,16,1,PM,2024-03-15,3,2024,19:01:10.819768,19,1,PM,180,1532.0,3064,148
1284,762,99,Scheduled,867,Good,95,Aircraft41,124,Active,Boeing,A278,Airport278,City278,Country278,4746,True,A324,Airport324,City324,Country324,2336,False,2024-04-17,4,2024,09:28:44.245873,9,28,AM,2024-04-17,4,2024,09:57:44.245873,9,57,AM,29,1357.0,2714,25
1286,763,109,Delayed,525,Good,80,Aircraft15,177,Active,Boeing,A5,Airport5,City5,Country5,2384,False,A151,Airport151,City151,Country151,3188,True,2024-05-28,5,2024,00:26:19.755717,0,26,AM,2024-05-28,5,2024,14:19:02.755717,14,19,PM,833,1875.0,3750,68
1288,764,64,Delayed,725,Bad,90,Aircraft25,238,Active,Boeing,A226,Airport226,City226,Country226,3358,False,A292,Airport292,City292,Country292,2543,True,2024-04-05,4,2024,20:31:26.703486,20,31,PM,2024-04-05,4,2024,21:00:26.703486,21,0,PM,29,4789.0,9578,174
1290,765,133,Scheduled,169,Good,77,Aircraft16,254,Active,Boeing,A467,Airport467,City467,Country467,1534,False,A41,Airport41,City41,Country41,1746,False,2024-03-28,3,2024,04:58:00.876559,4,58,AM,2024-03-28,3,2024,08:58:00.876559,8,58,AM,240,1280.0,2560,121
1292,766,82,Scheduled,577,Good,91,Aircraft36,248,Active,Airbus,A457,Airport457,City457,Country457,2769,True,A150,Airport150,City150,Country150,4244,False,2024-03-08,3,2024,07:00:39.370137,7,0,AM,2024-03-08,3,2024,07:02:39.370137,7,2,AM,2,2646.407211028632,5293,166
1294,767,256,Scheduled,461,Bad,71,Aircraft6,337,Active,Boeing,A492,Airport492,City492,Country492,457,True,A330,Airport330,City330,Country330,80,False,2024-04-05,4,2024,13:23:17.759166,13,23,PM,2024-04-05,4,2024,18:23:17.759166,18,23,PM,300,2646.407211028632,5293,81
1296,768,177,Scheduled,1003,Good,98,Aircraft33,201,Active,Airbus,A135,Airport135,City135,Country135,3313,True,A27,Airport27,City27,Country27,1269,True,2024-03-22,3,2024,08:07:43.293474,8,7,AM,2024-03-22,3,2024,08:50:43.293474,8,50,AM,43,3982.0,7964,24
1298,769,179,Delayed,124,Good,92,Aircraft38,257,Active,Boeing,A468,Airport468,City468,Country468,2387,False,A393,Airport393,City393,Country393,1792,True,2024-04-19,4,2024,02:28:11.685007,2,28,AM,2024-04-19,4,2024,03:28:11.685007,3,28,AM,60,3391.0,6782,78
1300,770,219,Delayed,168,Bad,82,Aircraft22,244,Active,Boeing,A151,Airport151,City151,Country151,3188,True,A259,Airport259,City259,Country259,1031,True,2024-03-08,3,2024,18:05:58.364734,18,5,PM,2024-03-08,3,2024,19:30:58.364734,19,30,PM,85,4092.0,8184,25
1302,771,67,Scheduled,756,Bad,92,Aircraft38,257,Active,Boeing,A11,Airport11,City11,Country11,2289,True,A456,Airport456,City456,Country456,3904,True,2024-04-09,4,2024,21:45:11.859730,21,45,PM,2024-04-10,4,2024,01:45:11.859730,1,45,AM,240,830.0,1660,190
1304,772,41,Scheduled,813,Bad,76,Aircraft15,276,Active,Airbus,A163,Airport163,City163,Country163,2651,True,A201,Airport201,City201,Country201,318,True,2024-04-18,4,2024,14:06:31.337264,14,6,PM,2024-04-18,4,2024,14:14:31.337264,14,14,PM,8,3804.0,7608,235
1306,773,120,Delayed,555,Bad,75,Aircraft13,144,Active,Airbus,A80,Airport80,City80,Country80,4791,True,A19,Airport19,City19,Country19,644,True,2024-03-11,3,2024,14:12:03.866726,14,12,PM,2024-03-11,3,2024,14:58:03.866726,14,58,PM,46,2646.407211028632,5293,24
1308,774,4,Scheduled,1001,Good,75,Aircraft13,144,Active,Airbus,A359,Airport359,City359,Country359,4604,False,A348,Airport348,City348,Country348,3644,True,2024-04-19,4,2024,06:43:55.914553,6,43,AM,2024-04-19,4,2024,07:35:55.914553,7,35,AM,52,1139.0,2278,140
1310,775,82,Delayed,198,Bad,76,Aircraft15,276,Active,Airbus,A12,Airport12,City12,Country12,2522,False,A190,Airport190,City190,Country190,2931,True,2024-03-19,3,2024,03:21:57.816265,3,21,AM,2024-03-19,3,2024,04:20:57.816265,4,20,AM,59,2284.0,4568,194
1312,776,183,Delayed,1013,Good,98,Aircraft33,201,Active,Airbus,A464,Airport464,City464,Country464,1939,False,A257,Airport257,City257,Country257,4650,True,2024-04-18,4,2024,06:45:16.264587,6,45,AM,2024-04-18,4,2024,11:45:16.264587,11,45,AM,300,2646.407211028632,5293,18
1314,777,109,Scheduled,154,Good,85,Aircraft26,165,Active,Boeing,A408,Airport408,City408,Country408,2252,True,A108,Airport108,City108,Country108,3204,True,2024-03-06,3,2024,12:46:54.201762,12,46,PM,2024-03-06,3,2024,16:46:54.201762,16,46,PM,240,2615.0,5230,56
1316,778,109,Scheduled,465,Bad,68,Aircraft3,354,Active,Airbus,A477,Airport477,City477,Country477,4510,True,A165,Airport165,City165,Country165,1763,True,2024-03-11,3,2024,21:15:01.226905,21,15,PM,2024-03-12,3,2024,01:15:01.226905,1,15,AM,240,2869.0,5738,245
1318,779,109,Scheduled,464,Bad,92,Aircraft38,257,Active,Boeing,A78,Airport78,City78,Country78,4460,True,A34,Airport34,City34,Country34,4793,True,2024-03-11,3,2024,09:39:08.030472,9,39,AM,2024-03-11,3,2024,09:45:08.030472,9,45,AM,6,1288.0,2576,148
1320,780,123,Delayed,1019,Good,90,Aircraft25,238,Active,Boeing,A87,Airport87,City87,Country87,1118,True,A497,Airport497,City497,Country497,3251,True,2024-04-19,4,2024,17:54:57.817186,17,54,PM,2024-04-19,4,2024,18:38:57.817186,18,38,PM,44,4437.0,8874,115
1322,781,109,Scheduled,858,Bad,91,Aircraft36,248,Active,Airbus,A87,Airport87,City87,Country87,1118,True,A396,Airport396,City396,Country396,3982,True,2024-03-06,3,2024,07:24:48.565060,7,24,AM,2024-03-06,3,2024,08:09:48.565060,8,9,AM,45,153.0,306,139
1324,782,23,Delayed,976,Good,81,Aircraft21,277,Active,Boeing,A63,Airport63,City63,Country63,2016,True,A92,Airport92,City92,Country92,1008,True,2024-03-12,3,2024,15:18:10.154759,15,18,PM,2024-03-12,3,2024,20:18:10.154759,20,18,PM,300,2646.407211028632,5293,254
1326,783,11,Delayed,475,Good,95,Aircraft41,124,Active,Boeing,A153,Airport153,City153,Country153,4385,False,A272,Airport272,City272,Country272,1378,False,2024-04-19,4,2024,01:18:17.347388,1,18,AM,2024-04-19,4,2024,02:45:17.347388,2,45,AM,87,1752.0,3504,113
1328,784,109,Scheduled,162,Bad,91,Aircraft36,248,Active,Airbus,A12,Airport12,City12,Country12,2522,False,A278,Airport278,City278,Country278,4746,True,2024-03-03,3,2024,00:26:20.213111,0,26,AM,2024-03-03,3,2024,04:26:20.213111,4,26,AM,240,4744.0,9488,139
1330,785,109,Delayed,564,Bad,68,Aircraft3,354,Active,Airbus,A214,Airport214,City214,Country214,442,True,A160,Airport160,City160,Country160,2443,True,2024-03-30,3,2024,06:05:19.377997,6,5,AM,2024-03-30,3,2024,06:17:19.377997,6,17,AM,12,1620.0,3240,245
1332,786,90,Scheduled,596,Bad,90,Aircraft25,238,Active,Boeing,A263,Airport263,City263,Country263,2207,True,A165,Airport165,City165,Country165,1763,True,2024-03-25,3,2024,01:40:26.940989,1,40,AM,2024-03-25,3,2024,03:40:26.940989,3,40,AM,120,959.0,1918,148
1334,787,199,Scheduled,834,Bad,91,Aircraft36,248,Active,Airbus,A54,Airport54,City54,Country54,334,True,A453,Airport453,City453,Country453,418,False,2024-03-12,3,2024,17:54:16.276612,17,54,PM,2024-03-12,3,2024,22:54:16.276612,22,54,PM,300,3406.0,6812,49
1336,788,36,Scheduled,808,Bad,98,Aircraft33,201,Active,Airbus,A1,Airport1,City1,Country1,3536,True,A245,Airport245,City245,Country245,2871,True,2024-03-11,3,2024,05:50:50.632098,5,50,AM,2024-03-11,3,2024,06:50:50.632098,6,50,AM,60,4817.0,9634,165
1338,789,109,Scheduled,446,Bad,80,Aircraft15,177,Active,Boeing,A245,Airport245,City245,Country245,2871,True,A197,Airport197,City197,Country197,649,True,2024-03-05,3,2024,15:59:40.303399,15,59,PM,2024-03-05,3,2024,16:45:40.303399,16,45,PM,46,2646.407211028632,5293,68
1340,790,109,Delayed,173,Bad,98,Aircraft33,201,Active,Airbus,A215,Airport215,City215,Country215,1342,False,A417,Airport417,City417,Country417,2519,True,2024-04-15,4,2024,14:31:09.691310,14,31,PM,2024-04-15,4,2024,15:31:09.691310,15,31,PM,60,3536.0,7072,92
